X Coordinate (km),Y Coordinate (km),Measured Depth (m),Deviation (deg),Abandoned (True/False),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Cumulative GAS Prod. (e3m3),Month Well Spudded,Classification,Emission Rate (m3/day)
517.3,97.0,,34.38242852608816,True,35.7,139.7,32683.6,0.0,Serious,58.09019146398352
349.8,330.9,,,True,35.7,139.7,32683.5,0.0,Non Serious,32.296310134805445
399.6,205.4,853.3,,True,35.7,139.7,32683.5,128.0,Non Serious,47.080194035870925
497.5,564.5,3818.1,75.50664712830846,True,25.3,114.3,32683.7,856.4,Serious,54.33789138199583
608.5,670.7,1078.5,5.430106227477738,True,25.3,114.3,,0.0,Serious,69.51537436502562
516.9,277.8,,,False,35.7,114.3,,0.0,Non Serious,30.391406600221455
594.5,600.9,1614.4,,True,48.1,177.8,32683.5,0.0,Non Serious,42.68619132402347
345.1,193.5,,,False,,177.8,32683.5,0.0,Non Serious,41.14682082427683
524.6,894.5,1068.6,38.68861416099521,False,35.7,139.7,32683.5,856.8,Serious,52.26944143593262
595.2,160.5,2259.8,39.73830451992632,True,,114.3,32683.7,0.0,Serious,62.85106904795371
583.4,494.0,1486.0,,True,62.5,,32683.5,0.0,Serious,57.08448687848659
575.1,604.0,2734.2,42.65459800420655,False,48.1,177.8,32683.6,563.0,Serious,66.79036422390237
529.5,393.1,,,True,,114.3,32683.5,0.0,Serious,54.89529019465102
596.6,202.9,,,False,35.7,114.3,32683.5,0.0,Non Serious,42.2167135411039
647.2,283.5,864.4,15.55121239932106,True,35.7,139.7,,0.0,Non Serious,31.490609132414495
72.8,829.8,,,True,35.7,114.3,,0.0,Serious,62.62026112569977
73.5,842.0,557.0,,False,35.7,139.7,32683.3,0.0,Non Serious,40.52070857106575
486.8,239.5,1890.0,,True,35.7,114.3,32683.5,0.0,Non Serious,48.14625276044524
377.9,328.0,2112.5,1.0140129920570673,True,35.7,139.7,32683.7,0.0,Serious,69.74925539832341
334.1,396.8,494.1,,True,14.1,114.3,32683.5,0.0,Non Serious,42.38259212330493
37.8,786.1,1520.5,,False,53.6,139.7,32683.3,250.9,Non Serious,34.35913389728363
554.2,442.5,2112.9,44.332374214010414,True,35.7,139.7,32683.6,0.0,Serious,61.75126435240921
297.2,376.2,1815.6,3.068213503685261,True,,139.7,32683.6,0.0,Serious,59.33889312200476
456.6,249.7,692.9,34.5374620078195,True,35.7,139.7,32683.5,422.3,Serious,56.076014962847644
609.9,390.5,2599.2,68.20095295075427,True,48.1,177.8,32683.6,0.0,Serious,51.76135987889856
588.7,499.2,907.1,15.130986338158069,False,48.1,177.8,32683.5,0.0,Non Serious,35.450946548766964
618.3,359.7,1045.0,,True,35.7,139.7,32683.5,208.6,Non Serious,49.48994643520993
396.2,487.7,1902.5,,True,,177.8,32683.5,0.0,Serious,61.01332478301618
587.6,724.6,1850.0,,True,96.7,,32683.6,609.3,Serious,70.6822768896142
339.7,410.6,,47.82173633516109,True,35.7,139.7,32683.6,0.0,Serious,57.936772461800196
410.3,323.9,,13.899170198484041,False,35.7,139.7,32683.5,0.0,Non Serious,46.9527214977968
60.0,721.7,1891.2,0.8606734092033616,True,53.6,139.7,32683.5,283.0,Non Serious,38.31199463152467
314.4,463.2,,9.063802701716607,True,,114.3,32683.5,0.0,Serious,52.68332268612893
376.6,193.8,2268.0,41.13586765780189,True,,177.8,32683.5,615.3,Serious,53.16450752715669
370.4,416.3,3967.5,40.753370325961,True,53.6,,32683.7,829.8,Serious,52.1147367926549
436.0,209.9,836.7,,True,35.7,114.3,,0.0,Non Serious,36.30597318443323
609.9,585.8,453.0,,False,,114.3,32683.3,73.7,Non Serious,36.644118254122105
597.4,540.1,,,True,48.1,177.8,32683.5,0.0,Non Serious,46.912836681955724
41.9,814.6,,,True,,114.3,32683.6,0.0,Non Serious,30.589175096308495
614.4,591.8,2085.3,6.8096162670498614,True,48.1,177.8,32683.5,382.1,Serious,63.79099513568764
609.8,529.1,,15.578596889909013,False,35.7,139.7,32683.6,0.0,Serious,57.00319654606277
630.1,246.9,3414.1,6.3960308850003855,True,25.3,114.3,32683.7,539.0,Serious,58.12707071232143
397.3,484.3,391.8,,True,,177.8,32683.5,0.0,Non Serious,47.232467700689746
431.9,374.3,4408.8,65.7195101831663,True,35.7,114.3,32683.6,850.6,Serious,60.00501933730984
378.5,373.9,1465.9,,False,35.7,139.7,,137.9,Non Serious,38.42502492502082
41.6,785.7,773.1,,True,41.7,73.0,32683.5,0.0,Serious,54.86937204256037
637.1,380.7,,,True,35.7,139.7,,498.5,Serious,52.98458127105703
451.5,672.1,,,True,64.7,139.7,32683.7,0.0,Serious,66.24890282735063
443.9,467.0,1428.0,,True,35.7,139.7,32683.6,474.7,Serious,68.18091423548373
564.4,602.7,427.8,,False,53.6,177.8,,129.2,Non Serious,44.96146389594981
607.6,584.9,1370.9,,True,,177.8,32683.6,0.0,Non Serious,39.11138144720568
67.8,753.3,611.6,34.94449590463843,False,35.7,,32683.5,155.0,Non Serious,40.100093297761546
578.6,596.2,557.0,,True,53.6,177.8,32683.5,356.9,Serious,51.2352629973206
490.4,432.9,,37.665190066880626,True,35.7,114.3,32683.7,0.0,Serious,57.700956423146536
593.3,480.3,,,True,48.1,177.8,32683.5,747.7,Serious,55.66078719730225
259.9,398.4,,,True,81.1,139.7,32683.6,0.0,Non Serious,38.22854139543588
593.7,519.5,,,False,53.6,177.8,,0.0,Non Serious,34.92148235584245
154.8,771.0,,,False,53.6,139.7,,0.0,Non Serious,39.576083480189446
297.5,392.5,1864.7,,True,53.6,139.7,32683.5,212.0,Non Serious,47.706654745693804
489.3,84.3,,16.029340665743234,True,35.7,139.7,32683.5,0.0,Serious,57.90568645914935
645.0,413.4,1133.2,,True,35.7,139.7,32683.5,396.0,Serious,72.35752845680739
614.8,582.0,711.3,,False,48.1,177.8,,0.0,Non Serious,49.85724994383151
605.3,555.2,,24.41381920349207,True,53.6,177.8,32683.3,0.0,Serious,53.96150437710769
585.1,604.5,,,True,48.1,177.8,32683.5,0.0,Non Serious,49.88238112885766
377.3,645.3,1104.8,41.02761193907688,True,35.7,114.3,32683.5,670.2,Serious,51.98435652243066
517.8,390.2,,,True,35.7,139.7,32683.5,0.0,Non Serious,44.136190679495485
507.2,121.5,,45.224289803349144,False,35.7,139.7,32683.6,0.0,Serious,54.830131426979555
119.6,937.9,975.6,,False,48.1,139.7,32683.5,0.0,Non Serious,36.78741325373494
634.3,524.5,930.0,,True,48.1,177.8,,412.7,Serious,54.51857604690966
619.7,591.0,1508.1,,True,48.1,177.8,32683.5,0.0,Non Serious,29.63605792960578
391.2,541.2,2186.3,35.27091456520685,True,35.7,139.7,32683.6,644.9,Serious,50.26822453039918
270.4,560.4,165.9,,False,35.7,139.7,32683.3,118.0,Non Serious,48.32457144714751
419.5,330.9,1275.0,7.183191714470741,True,,114.3,32683.6,219.0,Non Serious,45.08080147814958
423.4,316.3,532.0,,False,35.7,139.7,,0.0,Non Serious,41.22874486068511
610.2,526.8,930.0,,True,,177.8,32683.5,0.0,Non Serious,49.49049474784258
377.2,208.5,,,True,,,32683.6,0.0,Serious,59.59613060065941
73.1,955.9,4391.6,73.90115768818345,True,53.6,139.7,32683.7,776.0,Serious,67.28531566756277
36.4,655.8,716.6,,True,41.7,139.7,32683.6,0.0,Serious,65.62479783966128
534.4,393.1,,,True,,139.7,32683.5,0.0,Serious,51.67265886314163
477.2,576.1,,,True,,,32683.5,159.9,Non Serious,43.4639073385694
630.3,404.0,1481.7,1.4939488972534014,True,35.7,139.7,32683.6,391.0,Serious,52.883132142733274
535.7,236.2,2244.2,21.266824863835026,True,35.7,139.7,32683.7,0.0,Serious,56.931366818357006
533.5,215.2,783.5,,True,35.7,,32683.5,0.0,Non Serious,43.451325021971826
557.9,446.6,865.0,45.062226310911484,True,35.7,139.7,32683.6,0.0,Serious,69.29065542534431
609.2,585.8,619.1,,True,48.7,177.8,32683.5,384.0,Serious,71.33561082842373
623.5,602.9,,2.95187020363389,False,53.6,177.8,,0.0,Non Serious,43.677742824538925
511.5,92.4,1090.3,,False,35.7,139.7,32683.5,251.0,Non Serious,45.662690896413515
584.6,616.5,2177.1,72.12286059923159,True,48.1,177.8,32683.6,368.2,Serious,52.16224917487783
447.1,467.2,1629.7,30.5978060035446,True,35.7,139.7,32683.5,0.0,Serious,50.652367765572244
506.2,61.4,964.8,,True,,139.7,32683.5,149.0,Non Serious,38.2278931305771
601.9,714.5,,,True,35.7,139.7,,0.0,Serious,59.698583730941
161.1,518.0,,40.986778062735425,True,53.6,114.3,32683.5,0.0,Serious,57.633466119735836
611.3,129.3,2864.3,0.23981620850448337,True,35.7,114.3,32683.5,460.0,Serious,63.95910268331154
601.1,517.9,,,True,48.1,177.8,32683.5,0.0,Serious,61.319529538346956
399.6,375.0,1125.0,,False,53.6,139.7,,0.0,Non Serious,41.95599930655912
214.2,584.6,,,False,,139.7,,0.0,Non Serious,39.77107176621166
382.6,592.4,516.4,,True,35.7,114.3,,0.0,Non Serious,38.76784670592647
430.5,659.6,,,False,35.7,114.3,,0.0,Non Serious,44.508521615123584
452.5,631.2,,,True,,114.3,32683.5,0.0,Serious,51.2778993617238
376.8,198.7,2102.2,,True,,177.8,32683.5,318.7,Non Serious,28.921310177085658
318.1,770.1,557.1,,True,,177.8,32683.5,321.0,Non Serious,33.77319964583287
518.8,186.6,709.0,,True,29.8,114.3,,0.0,Non Serious,32.42305488384403
64.4,874.2,646.8,,False,35.7,139.7,32683.3,291.7,Non Serious,44.55311955920991
529.6,394.9,873.0,,True,35.7,139.7,32683.5,0.0,Serious,53.79398120053569
618.1,379.2,495.0,,False,35.7,139.7,,0.0,Non Serious,43.73619904580916
187.0,508.1,,,True,53.5,114.3,32683.3,0.0,Non Serious,46.25072039061484
568.9,607.4,1521.0,31.64520175247292,True,53.6,177.8,32683.6,388.0,Serious,61.760484892745204
607.9,116.4,,13.320156790080688,False,35.7,139.7,32683.5,0.0,Non Serious,41.60135748377298
555.4,442.1,,,True,35.7,139.7,,0.0,Non Serious,48.316620424222705
435.0,364.0,593.9,,True,48.1,139.7,32683.3,170.0,Non Serious,42.42234882650007
533.6,177.6,686.9,31.63865368110499,True,35.7,139.7,,442.0,Serious,57.62842874658936
434.3,546.7,745.3,,True,,114.3,,198.4,Non Serious,49.34286169606832
93.8,728.2,,,True,,139.7,32683.5,0.0,Serious,52.134848392403946
487.3,290.1,,47.557317793080486,True,25.3,114.3,32683.6,0.0,Serious,55.58749885250272
637.7,524.6,2606.0,67.06486204053878,True,48.1,177.8,32683.8,790.1,Serious,67.72751508764256
409.2,529.5,1021.0,,True,35.7,114.3,32683.5,0.0,Non Serious,41.29102199606932
496.5,95.4,1948.9,,True,35.7,139.7,32683.6,855.2,Serious,56.14094851513762
608.8,556.5,2151.0,25.523139853510497,True,53.6,177.8,32683.5,442.0,Serious,52.0260987125655
166.2,532.8,741.2,,True,29.8,114.3,,211.0,Non Serious,43.086697022018
621.9,376.2,,34.52902852001533,True,35.7,139.7,32683.7,0.0,Serious,55.97713469573289
596.7,525.6,2656.7,45.22428980334914,True,,177.8,32683.6,747.7,Serious,59.1979174223917
294.2,641.6,1867.0,,True,,139.7,32683.6,346.3,Serious,50.975192213806
463.4,266.6,256.7,,False,35.7,114.3,32683.3,80.0,Non Serious,42.89843081658334
135.8,1151.8,2195.8,,True,,139.7,,0.0,Non Serious,39.03269672695625
584.6,424.7,693.2,,False,35.7,139.7,32683.5,0.0,Non Serious,39.90388473724791
626.1,538.5,1591.0,,True,25.3,114.3,32683.5,0.0,Serious,65.0646989219691
330.4,435.7,434.0,,True,35.7,139.7,32683.5,112.0,Non Serious,37.09010847128278
506.4,525.8,834.4,,True,,244.5,,149.0,Non Serious,43.00433886091446
607.3,113.2,2048.3,39.160785281416565,True,35.7,139.7,32683.5,514.0,Serious,57.72809137751594
578.1,604.6,,,True,48.1,177.8,,0.0,Serious,55.66100411854873
494.3,210.9,2798.9,,True,29.8,114.3,32683.5,568.4,Serious,66.40127893636998
606.3,555.6,439.1,,True,53.6,177.8,,149.4,Non Serious,46.84033023835613
572.2,598.8,2341.4,43.60218349823843,True,53.6,177.8,32683.5,536.3,Serious,55.62190385158185
580.9,599.1,637.0,,True,48.1,177.8,,368.0,Serious,60.49188246085749
619.0,470.3,3939.5,46.670687394006656,True,35.7,139.7,32683.6,0.0,Serious,54.07112828076425
533.0,225.0,,24.170414816277663,False,35.7,114.3,32683.6,0.0,Non Serious,39.71814819362887
139.2,1081.8,1490.9,,True,,139.7,32683.5,622.3,Serious,60.28333844306896
628.2,308.2,3552.0,60.08621718803166,True,,139.7,32683.6,786.5,Serious,59.696182522467765
555.7,591.2,625.0,,False,25.3,114.3,32683.5,149.0,Non Serious,44.90277847605086
395.4,486.5,388.8,,True,,177.8,32683.3,0.0,Non Serious,37.2571429573553
156.7,912.0,,,False,35.7,139.7,32683.5,305.0,Non Serious,46.21058168080308
478.7,113.1,,,False,35.7,139.7,,0.0,Non Serious,35.52504574739801
457.3,138.6,511.2,,False,35.7,114.3,,0.0,Non Serious,49.463383965802834
468.7,403.0,,,True,,,32683.5,0.0,Non Serious,43.53759951122328
602.3,547.7,,,True,48.1,177.8,,179.0,Non Serious,28.91440926118342
247.1,540.3,1489.9,27.042559708894615,True,,177.8,32683.6,604.7,Serious,58.98633155229106
601.9,525.7,1437.1,,False,48.1,177.8,,0.0,Non Serious,43.275476823711266
142.4,1148.6,408.6,,True,,177.8,32683.5,0.0,Non Serious,42.027203641614896
110.0,1091.1,500.0,,False,,114.3,,128.5,Non Serious,46.94452861582454
567.6,605.9,,,True,53.6,177.8,32683.6,0.0,Serious,69.93125352404007
588.6,596.1,1606.3,,True,48.1,177.8,,0.0,Serious,53.518068738415984
554.2,373.9,1519.6,15.150369599855562,True,,114.3,32683.5,0.0,Serious,52.971889289623284
396.3,277.4,,,True,35.7,139.7,32683.5,0.0,Serious,58.76946227477667
431.0,238.0,1716.3,15.551677897115962,True,35.7,139.5,32683.5,0.0,Serious,55.57127318133772
161.4,555.3,1860.8,,True,53.6,139.7,32683.5,0.0,Serious,51.881793614798084
594.0,447.4,1525.0,44.2097602155828,True,48.1,177.8,32683.6,578.4,Serious,70.72739656610447
401.3,324.3,1745.0,,False,48.1,177.8,,0.0,Non Serious,46.19734030118951
431.6,391.5,417.2,,False,35.7,139.7,32683.3,0.0,Non Serious,48.215386292569356
602.7,506.7,540.0,,True,53.6,177.8,,0.0,Non Serious,49.574559008013615
522.3,214.4,1680.4,,True,35.7,139.7,32683.5,0.0,Serious,53.755921425598665
589.7,527.8,1748.5,19.462634086068313,False,60.3,177.8,32683.5,269.1,Non Serious,41.967214678123625
599.5,460.2,1230.7,44.97915916412654,True,35.7,139.7,32683.7,678.9,Serious,50.661590350916256
635.5,404.6,,,True,,139.7,32683.3,152.0,Non Serious,49.000957745927174
618.7,620.3,,12.799678057623693,True,60.3,177.8,32683.5,0.0,Serious,55.45885583630657
525.1,145.3,2268.0,,True,35.7,139.7,32683.6,0.0,Serious,60.542454842047746
319.4,473.0,1382.1,45.36400419017396,True,,139.7,32683.6,0.0,Serious,56.16555499871782
615.6,145.1,611.0,,True,35.7,139.7,32683.5,0.0,Serious,56.05728174572225
595.5,217.0,1600.4,11.233378130840013,True,25.3,114.3,32683.5,576.2,Serious,60.32727917510567
400.8,275.8,1706.0,42.89045845602058,True,53.5,,32683.5,0.0,Serious,58.203189459820116
419.5,290.5,,,True,,114.3,32683.6,0.0,Serious,57.69534156370896
346.7,696.2,1066.3,,True,,114.3,32683.5,178.0,Non Serious,36.228549528108225
533.4,93.6,621.1,,True,35.7,139.7,32683.5,197.0,Non Serious,48.458150161365744
536.0,392.6,,34.97441927829225,False,,139.7,32683.7,417.5,Serious,54.69303442886782
606.4,117.0,1699.8,,True,35.7,139.7,,261.0,Non Serious,45.709086091862574
492.6,86.4,,,True,35.7,,32683.5,0.0,Serious,52.63087952845664
626.2,402.6,4852.3,71.62115872895441,True,35.7,139.7,32683.6,1014.9,Serious,63.01698044851858
427.2,332.0,3679.2,53.87971098092299,True,35.7,139.7,32683.7,846.3,Serious,55.194368364275704
515.8,153.2,2480.9,9.60910046505419,False,53.6,177.8,32683.6,0.0,Serious,70.27744845675834
98.6,963.2,727.6,30.208833189265253,False,53.6,177.8,32683.5,0.0,Non Serious,47.91601238494004
604.2,593.7,,,True,48.1,177.8,32683.3,0.0,Non Serious,43.52399648643731
588.6,548.3,,,True,48.1,177.8,32683.5,270.0,Non Serious,45.07385540568731
512.4,112.8,1678.1,15.203953711935641,False,35.7,139.7,32683.6,0.0,Non Serious,35.90818020038458
38.2,745.6,3480.7,76.89423659634124,False,35.7,139.7,32683.8,1026.7,Serious,54.089325316978076
309.0,476.8,628.6,,True,,139.7,,111.0,Non Serious,49.151838184215066
399.6,446.8,1098.6,,True,35.7,139.7,32683.6,0.0,Serious,57.95231518711499
586.2,512.9,164.4,,False,53.6,177.8,32683.3,46.3,Non Serious,26.098433222000963
485.2,577.3,1049.6,45.033159399256085,True,35.7,139.7,32683.5,131.0,Non Serious,38.67572553871344
553.4,442.9,1748.5,,True,35.7,139.7,32683.5,396.0,Serious,54.31684504966626
337.0,558.0,376.8,,True,25.3,114.3,,0.0,Non Serious,42.502546482567496
575.2,608.7,2796.9,,False,53.6,177.8,32683.5,293.0,Non Serious,46.98734092697878
103.1,799.2,2700.8,,True,,114.3,32683.7,624.0,Serious,53.76472484066083
538.3,148.7,2664.4,,False,25.3,114.3,32683.6,563.0,Serious,63.77634760347596
84.5,861.9,973.5,12.558426178963018,True,35.7,139.7,32683.6,484.5,Serious,65.73596504885109
615.5,590.6,1818.8,,False,81.1,244.5,32683.5,0.0,Non Serious,48.51194209213931
310.7,456.8,,,False,,177.8,,0.0,Non Serious,47.15384490320526
111.5,592.4,2256.6,57.83830389163854,True,53.6,,32683.6,667.4,Serious,51.084517796136154
256.7,489.3,,,True,35.7,139.7,32683.5,200.0,Non Serious,48.33385587080518
523.8,220.7,684.0,,True,35.7,139.7,32683.3,171.3,Non Serious,40.944517261439806
620.6,544.3,,9.029352235170228,False,48.7,177.8,,0.0,Non Serious,45.04347170566584
354.2,372.3,473.8,,False,,114.3,,168.0,Non Serious,48.53725877780134
221.1,603.8,,,True,35.7,139.7,,126.2,Non Serious,43.58972965831772
599.1,596.2,460.2,,True,48.1,177.8,,0.0,Serious,57.266570736120286
588.1,476.3,,,True,,177.8,32683.5,0.0,Non Serious,44.43268007711772
606.0,113.8,694.5,,True,35.7,139.7,32683.6,492.7,Serious,54.443415119904174
604.1,530.8,740.8,,True,,177.8,32683.7,0.0,Serious,66.20177309084369
368.7,294.5,608.4,,True,53.6,177.8,32683.5,215.2,Non Serious,39.581294968669674
323.7,845.2,1218.3,15.560654728235566,True,48.1,,32683.5,544.0,Serious,53.92049160048479
86.4,1039.8,,25.140791871947723,True,25.3,114.3,32683.5,0.0,Serious,50.18817867314477
306.6,455.4,1071.5,29.345602163296522,True,,139.7,32683.5,353.7,Serious,51.30962777554175
524.2,266.8,910.2,1.0115959173874678,True,35.7,139.7,32683.6,638.8,Serious,67.74184768593865
558.6,136.2,1009.1,,True,35.7,139.7,32683.5,470.7,Serious,53.99477652343145
515.5,552.6,563.2,,False,25.3,114.3,32683.5,66.5,Non Serious,43.766291603995185
273.9,344.4,431.4,,True,107.2,,32683.3,0.0,Non Serious,43.228132051943575
451.4,328.6,,,False,35.7,139.7,,0.0,Non Serious,38.48377297281161
252.2,592.9,2450.0,,True,35.7,139.7,32683.6,672.1,Serious,53.838480393481575
582.1,496.8,999.1,,True,25.3,114.3,32683.5,236.0,Non Serious,44.69701592537565
295.1,872.7,,,True,53.6,139.7,32683.5,0.0,Non Serious,38.04997681118704
577.9,722.4,607.5,,False,25.3,114.3,,0.0,Non Serious,42.947287061996946
553.0,129.4,1807.2,32.02970213150362,True,,,32683.5,0.0,Serious,53.64303460612067
628.2,521.4,,,True,48.1,177.8,,197.7,Non Serious,46.52568753255386
583.2,461.2,661.0,,True,25.3,114.3,32683.5,246.0,Non Serious,48.81731305654185
183.7,672.0,,15.736618930246124,True,,139.7,32683.6,812.6,Serious,52.36583728055501
365.3,634.0,1617.8,,True,35.7,114.3,32683.5,0.0,Non Serious,46.17750195932993
442.3,576.8,746.7,,False,25.3,114.3,32683.5,264.0,Non Serious,42.06209384804008
292.5,281.8,2195.0,,True,59.5,177.8,32683.6,0.0,Serious,65.7590651838343
201.9,603.6,1676.2,,True,53.6,139.7,32683.6,627.0,Serious,56.44945236147879
237.8,498.6,1021.0,39.68397949154408,True,35.7,139.7,32683.6,0.0,Serious,55.91358308096525
355.9,447.8,,8.131123815797793,True,,114.3,32683.7,0.0,Serious,65.60473281155664
596.2,593.8,591.5,,False,53.6,177.8,,0.0,Non Serious,48.495316182678344
567.5,517.0,,47.02657927952873,True,,114.3,32683.5,0.0,Serious,53.95085169417824
587.6,489.5,1572.1,,False,48.1,177.8,32683.6,0.0,Non Serious,38.559044314255715
582.8,449.2,1079.3,,True,48.1,177.8,32683.5,502.0,Serious,51.00634833485757
605.5,579.6,4369.9,31.680733555400955,True,53.6,177.8,32683.7,841.3,Serious,56.95500441658926
563.3,483.1,,,False,25.3,114.3,,284.0,Non Serious,43.28308508137821
556.5,254.3,3198.0,25.41208143246218,True,35.7,114.3,32683.7,791.7,Serious,65.08440436378747
302.7,380.2,445.0,,False,,177.8,32683.5,128.0,Non Serious,29.174750291568333
640.6,409.7,602.7,0.9431610314542561,True,35.7,139.7,32683.5,0.0,Serious,56.58303706623731
611.8,494.0,2049.0,11.262519290402244,False,48.7,177.8,,0.0,Serious,61.318610646000806
521.7,216.1,878.4,,True,35.7,139.7,,0.0,Non Serious,46.517539817529716
343.7,405.4,567.8,,False,35.7,139.0,32683.5,0.0,Non Serious,49.54274889281599
297.7,472.2,,,True,,139.7,32683.5,0.0,Serious,52.15601416424194
134.1,1129.7,745.8,,False,,,32683.3,112.9,Non Serious,40.250157792395896
559.9,134.7,,,True,35.7,139.7,32683.5,0.0,Serious,57.05039507017329
463.8,108.9,649.8,10.506630875540232,True,29.7,114.3,32683.5,0.0,Serious,64.73871389313898
610.6,525.3,1545.0,,True,53.6,177.8,32683.5,0.0,Serious,66.67726342651275
175.5,1006.7,435.0,,True,,73.0,,104.2,Non Serious,49.1370208827797
460.7,144.6,,,False,35.7,114.3,32683.5,157.6,Non Serious,39.753671089441625
217.5,608.2,2502.0,,False,35.7,139.7,32683.6,0.0,Non Serious,36.272550231399244
585.5,521.4,,,True,35.7,139.7,,0.0,Non Serious,49.28558001104171
526.3,377.7,,,True,35.7,139.7,,131.5,Non Serious,39.64167760219142
533.4,441.9,2510.0,,True,,114.3,32683.6,373.0,Serious,50.752852811318675
592.0,607.6,,,True,53.6,177.8,,0.0,Non Serious,44.27790954877821
498.6,199.6,,,False,35.7,114.3,,161.9,Non Serious,43.92690041690111
607.5,489.4,1488.6,43.530772305057845,False,48.1,,32683.5,623.9,Serious,62.20731213238945
604.9,484.0,764.8,,True,48.1,177.8,,0.0,Non Serious,33.52851602291031
290.1,396.1,,,True,,114.3,32683.5,0.0,Non Serious,48.59679627524849
160.8,770.2,865.0,44.85293526783999,True,53.6,139.7,32683.5,483.0,Serious,55.81609720972166
500.7,85.8,1333.9,,True,35.7,114.3,32683.5,258.3,Non Serious,36.834655912449165
390.8,196.2,552.9,,True,48.1,139.7,32683.5,232.9,Non Serious,42.96072093798966
425.9,316.1,3379.2,29.735150599403507,True,35.7,114.3,32683.5,0.0,Serious,55.5325925390498
536.8,388.6,2680.7,41.58672999937853,True,,139.7,32683.7,739.0,Serious,53.9108787656571
366.5,487.0,1390.5,,True,53.6,177.8,32683.5,404.1,Serious,51.81483433889597
610.5,528.6,,74.30200374350503,True,35.7,139.7,32683.7,0.0,Serious,50.48576308073213
549.5,150.7,,,True,,114.3,,0.0,Non Serious,48.83593808752994
533.8,386.0,664.7,,True,35.7,139.7,32683.5,394.0,Serious,51.73516422649077
611.2,525.6,1722.9,,True,53.6,177.8,32683.6,509.8,Serious,53.34443669242344
608.2,585.1,1675.9,73.7830381615445,False,,114.3,32683.6,1264.0,Serious,51.789684314775975
529.9,392.8,,36.13080574180647,True,,114.3,32683.7,0.0,Serious,70.49070260273591
626.0,348.7,1577.7,40.287424692948676,False,35.7,,32683.5,0.0,Non Serious,39.27911412784306
591.6,520.9,935.9,,True,,114.3,32683.5,323.0,Serious,56.66707392286399
596.3,534.1,4313.1,67.16458675241324,True,48.7,177.8,32683.8,0.0,Serious,54.9597496372424
65.9,981.8,,,False,53.6,139.7,32683.5,279.0,Non Serious,39.78221299784107
513.0,191.7,738.4,40.88436444595031,True,35.7,139.7,32683.5,383.8,Serious,56.169513385647775
379.0,403.8,,72.07334555771801,True,35.7,139.7,32683.5,0.0,Serious,58.57060087264037
377.9,195.4,1749.8,,False,,177.8,32683.5,0.0,Non Serious,42.22312959092547
293.3,350.5,4237.3,55.67428141926988,True,,139.7,32683.6,721.0,Serious,51.36663869268244
584.5,530.6,1579.1,,True,53.6,177.8,32683.6,0.0,Non Serious,33.646886990013925
586.9,723.8,3299.4,45.44820103127941,True,96.7,,32683.6,0.0,Serious,65.17455118043824
517.1,115.1,,,True,35.7,139.7,,0.0,Non Serious,43.49288331279894
283.6,316.0,,,True,59.5,88.9,32683.5,0.0,Serious,69.11645147326817
407.2,176.2,3269.1,,True,35.7,139.7,32683.5,533.0,Serious,64.32760218608249
593.8,480.8,1607.8,,False,48.1,177.8,32683.5,202.6,Non Serious,48.76258085581759
492.3,87.8,,21.34690811575162,True,20.8,139.7,32683.5,0.0,Non Serious,49.61324439196956
445.1,469.7,607.5,,False,35.7,139.7,32683.3,190.3,Non Serious,49.2198350688069
554.7,443.2,,,True,25.3,114.3,32683.5,0.0,Non Serious,41.07656481608211
636.8,524.3,1625.0,24.85404139010117,False,48.1,177.8,32683.6,0.0,Non Serious,38.30656303829818
466.4,340.9,765.3,,False,,114.3,32683.5,184.0,Non Serious,47.56591020444016
525.8,379.0,1783.6,,True,35.7,139.7,32683.5,0.0,Serious,66.32905981294934
403.4,503.9,576.8,,False,,114.3,,176.0,Non Serious,49.96911612168942
515.7,196.8,602.7,10.291956989718315,True,35.7,114.3,32683.5,233.7,Non Serious,27.392216530963882
636.3,460.2,1476.8,37.68379076487322,False,89.3,,32683.6,0.0,Serious,59.071816597988544
463.0,433.8,923.6,,True,35.7,139.7,32683.6,581.5,Serious,73.63499137474841
170.8,784.9,466.3,,True,35.7,139.7,,316.6,Non Serious,32.32454173409009
628.2,368.1,,,False,35.7,139.7,32683.5,0.0,Non Serious,49.44454635098032
299.3,399.1,715.9,,True,35.7,139.7,32683.5,228.7,Non Serious,46.82182253381006
523.5,176.1,,,True,25.3,114.3,32683.5,0.0,Non Serious,48.96895681649143
432.3,388.2,,,True,35.7,139.7,32683.5,0.0,Serious,52.26645152106949
501.9,552.2,2074.4,,True,35.7,139.7,32683.5,450.7,Serious,66.77172175749351
619.4,126.9,715.0,,False,25.3,114.3,32683.5,0.0,Non Serious,35.152724558868094
314.3,775.3,,,True,53.6,177.8,,0.0,Non Serious,44.39322006550026
61.4,664.8,,46.02519387029285,True,35.7,114.3,32683.6,0.0,Serious,53.45709767947424
332.5,391.9,962.0,49.32771623155075,False,53.6,177.8,32683.6,0.0,Non Serious,49.0229203352197
496.4,537.9,,,False,,114.3,32683.5,0.0,Non Serious,43.14072778107003
420.9,282.4,2970.6,21.61159237013973,True,,139.7,32683.6,0.0,Serious,50.76834062561127
92.7,719.9,,,True,35.7,139.7,,0.0,Serious,63.787660395735614
458.9,449.2,1820.9,,False,25.3,114.3,,211.0,Non Serious,40.380748836054856
